date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:11	68853/68853	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:09%20GMT	https://www.crantia.com/works-top-website-design-company/	D:/coding/Digify/www.crantia.com/works-top-website-design-company/index.html	(from https://www.crantia.com/)
15:11:11	66985/66985	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:09%20GMT	https://www.crantia.com/insights/	D:/coding/Digify/www.crantia.com/insights/index.html	(from https://www.crantia.com/)
15:11:11	64715/64715	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:09%20GMT	https://www.crantia.com/contact/	D:/coding/Digify/www.crantia.com/contact/index.html	(from https://www.crantia.com/)
15:11:11	894/894	---M--	200	added ('OK')	image/png	etag:%2237e-65fbc1b3-836373630b87f0e2;;;%22	https://www.crantia.com/wp-content/themes/crantianewtheme/images/flag4.png	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/flag4.png	(from https://www.crantia.com/)
15:11:11	92777/92777	---M--	200	added ('OK')	image/jpeg	etag:%2216a69-65f7e84c-5023c9a98e799883;;;%22	https://www.crantia.com/wp-content/themes/crantianewtheme/images/nav1.jpg	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/nav1.jpg	(from https://www.crantia.com/)
15:11:13	85814/85814	---M--	200	added ('OK')	image/webp	etag:%2214f36-65f58cca-ea731495dbabe604;;;%22	https://www.crantia.com/wp-content/uploads/2024/01/cover-01-4-scaled.webp	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/01/cover-01-4-scaled.webp	(from https://www.crantia.com/)
15:11:13	1524/1524	---M--	200	added ('OK')	image/png	etag:%225f4-65f58ccc-c42b2be624fec7e4;;;%22	https://www.crantia.com/wp-content/themes/crantianewtheme/images/arrow.png	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/arrow.png	(from https://www.crantia.com/)
15:11:15	115098/115098	---M--	200	added ('OK')	image/webp	etag:%221c19a-65f58cca-3c44aac16b3c8e2d;;;%22	https://www.crantia.com/wp-content/uploads/2024/01/cover-1-6.webp	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/01/cover-1-6.webp	(from https://www.crantia.com/)
15:11:15	65619/65619	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:13%20GMT	https://www.crantia.com/woodshine/	D:/coding/Digify/www.crantia.com/woodshine/index.html	(from https://www.crantia.com/)
15:11:16	66305/66305	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:13%20GMT	https://www.crantia.com/buildart-interior/	D:/coding/Digify/www.crantia.com/buildart-interior/index.html	(from https://www.crantia.com/)
15:11:16	144304/144304	---M--	200	added ('OK')	image/webp	etag:%22233b0-65f58cca-abd04cb820203e9e;;;%22	https://www.crantia.com/wp-content/uploads/2023/12/cover1.webp	D:/coding/Digify/www.crantia.com/wp-content/uploads/2023/12/cover1.webp	(from https://www.crantia.com/)
15:11:17	66705/66705	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:15%20GMT	https://www.crantia.com/jesvil-trading-corporation/	D:/coding/Digify/www.crantia.com/jesvil-trading-corporation/index.html	(from https://www.crantia.com/)
15:11:17	66169/66169	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:15%20GMT	https://www.crantia.com/ilearn-ias/	D:/coding/Digify/www.crantia.com/ilearn-ias/index.html	(from https://www.crantia.com/)
15:11:18	161410/161410	---M--	200	added ('OK')	image/webp	etag:%2227682-65f58cca-65792c59137f9565;;;%22	https://www.crantia.com/wp-content/uploads/2023/12/cover.webp	D:/coding/Digify/www.crantia.com/wp-content/uploads/2023/12/cover.webp	(from https://www.crantia.com/)
15:11:18	21642/21642	---M--	200	added ('OK')	image/webp	etag:%22548a-65f58cca-54259b99a8e3e8e2;;;%22	https://www.crantia.com/wp-content/uploads/2023/12/7-Best-SEO-Strategies-for-Ecommerce-Website.webp	D:/coding/Digify/www.crantia.com/wp-content/uploads/2023/12/7-Best-SEO-Strategies-for-Ecommerce-Website.webp	(from https://www.crantia.com/)
15:11:18	87964/87964	---M--	200	added ('OK')	image/webp	etag:%221579c-65f58cca-f8633e3a89947571;;;%22	https://www.crantia.com/wp-content/uploads/2023/12/synergies-seo-sea.webp	D:/coding/Digify/www.crantia.com/wp-content/uploads/2023/12/synergies-seo-sea.webp	(from https://www.crantia.com/)
15:11:18	1281/1281	---M-Z	200	added ('OK')	image/svg+xml	etag:%22501-66483f67-7cecd22ae9e08d97;gz%22	https://www.crantia.com/wp-content/uploads/2024/05/ust-01.svg	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/05/ust-01.svg	(from https://www.crantia.com/)
15:11:18	231030/231030	---M--	200	added ('OK')	image/webp	etag:%2238676-65f58cca-bdbdccce488ab775;;;%22	https://www.crantia.com/wp-content/uploads/2023/12/blog1.webp	D:/coding/Digify/www.crantia.com/wp-content/uploads/2023/12/blog1.webp	(from https://www.crantia.com/)
15:11:18	17383/17383	---M-Z	200	added ('OK')	image/svg+xml	etag:%2243e7-66483f65-601cb80a025c373a;gz%22	https://www.crantia.com/wp-content/uploads/2024/05/c3.svg	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/05/c3.svg	(from https://www.crantia.com/)
15:11:19	69839/69839	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:18%20GMT	https://www.crantia.com/ecommerce-seo-how-can-online-stores-increase-organic-traffic/	D:/coding/Digify/www.crantia.com/ecommerce-seo-how-can-online-stores-increase-organic-traffic/index.html	(from https://www.crantia.com/)
15:11:19	13375/13375	---M-Z	200	added ('OK')	image/svg+xml	etag:%22343f-66483f67-98d6331f8f060450;gz%22	https://www.crantia.com/wp-content/uploads/2024/05/c2.svg	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/05/c2.svg	(from https://www.crantia.com/)
15:11:19	29410/29410	---M-Z	200	added ('OK')	image/svg+xml	etag:%2272e2-66483f67-7211367c0a855168;gz%22	https://www.crantia.com/wp-content/uploads/2024/05/Rectangle.svg	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/05/Rectangle.svg	(from https://www.crantia.com/)
15:11:20	68660/68660	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:18%20GMT	https://www.crantia.com/maximizing-your-results-the-synergy-between-seo-and-google-ads/	D:/coding/Digify/www.crantia.com/maximizing-your-results-the-synergy-between-seo-and-google-ads/index.html	(from https://www.crantia.com/)
15:11:20	33166/33166	---M-Z	200	added ('OK')	image/svg+xml	etag:%22818e-66483f62-d2a0c615c3a299c0;gz%22	https://www.crantia.com/wp-content/uploads/2024/05/logo2-1.svg	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/05/logo2-1.svg	(from https://www.crantia.com/)
15:11:20	5995392/5995392	---M--	200	added ('OK')	video/mp4	etag:%225b7b80-65f7da22-8888b13b526ae906;;;%22	https://www.crantia.com/wp-content/themes/crantianewtheme/images/video3.mp4	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/video3.mp4	(from https://www.crantia.com/)
15:11:20	15277/15277	---M-Z	200	added ('OK')	image/svg+xml	etag:%223bad-66483f5c-7bf9f9d3cc992d56;gz%22	https://www.crantia.com/wp-content/uploads/2024/05/skizzle-01.svg	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/05/skizzle-01.svg	(from https://www.crantia.com/)
15:11:21	67590/67590	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:41:19%20GMT	https://www.crantia.com/need-a-web-design-company-in-kerala-to-bring-your-business-idea-to-life/	D:/coding/Digify/www.crantia.com/need-a-web-design-company-in-kerala-to-bring-your-business-idea-to-life/index.html	(from https://www.crantia.com/)
15:11:21	15482/15482	---M-Z	200	added ('OK')	image/svg+xml	etag:%223c7a-6648629c-206d6f298887b386;gz%22	https://www.crantia.com/wp-content/uploads/2024/05/sadc-1.svg	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/05/sadc-1.svg	(from https://www.crantia.com/)
15:11:22	7659/7659	---M-Z	200	added ('OK')	image/svg+xml	etag:%221deb-66483f5f-c8696af61a7dc449;gz%22	https://www.crantia.com/wp-content/uploads/2024/05/igds.svg	D:/coding/Digify/www.crantia.com/wp-content/uploads/2024/05/igds.svg	(from https://www.crantia.com/)
15:11:22	17945/17945	---M--	200	added ('OK')	image/jpeg	etag:%224619-65f58ccc-b8a73d0b29f866fe;;;%22	https://www.crantia.com/wp-content/themes/crantianewtheme/images/cta.jpg	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/cta.jpg	(from https://www.crantia.com/)
15:11:22	502/502	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f6-65f58ccc-c2730963c874cccc;gz%22	https://www.crantia.com/wp-content/themes/crantianewtheme/images/arrow.svg	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/arrow.svg	(from https://www.crantia.com/)
15:11:22	3314/3314	---M--	200	added ('OK')	image/png	etag:%22cf2-65f58ccc-fa5e4a61395ea99;;;%22	https://www.crantia.com/wp-content/themes/crantianewtheme/images/google-firm.png	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/google-firm.png	(from https://www.crantia.com/)
15:11:22	4887/4887	---M--	200	added ('OK')	image/png	etag:%221317-65f58ccc-af588a07a5dab6e8;;;%22	https://www.crantia.com/wp-content/themes/crantianewtheme/images/reviews.png	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/reviews.png	(from https://www.crantia.com/)
15:11:23	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	D:/coding/Digify/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://www.crantia.com/)
15:11:24	60404/60404	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ebf4-65f58ccc-ff14cba76a91001d;gz%22	https://www.crantia.com/wp-content/themes/crantianewtheme/js/bootstrap.min.js	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/js/bootstrap.min.js	(from https://www.crantia.com/)
15:11:27	21686/21686	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266431654-54b6%22	https://code.iconify.design/iconify-icon/1.0.2/iconify-icon.min.js	D:/coding/Digify/code.iconify.design/iconify-icon/1.0.2/iconify-icon.min.js	(from https://www.crantia.com/)
15:11:28	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.1/dist/aos.js	D:/coding/Digify/unpkg.com/aos@2.3.1/dist/aos.js	(from https://www.crantia.com/)
